file_name,label,x,y,width,height
000000460347.jpg,car,258.63,6.01,42.65,41.95
000000460347.jpg,bus,148.2,58.5,120.68,179.04
000000460347.jpg,person,220.36,157.57,25.89,18.69
000000460347.jpg,person,168.12,155.96,7.37,10.42
000000460347.jpg,car,153.58,9.13,42.09,39.8
000000322864.jpg,car,0.0,379.59,427.0,216.71
000000322864.jpg,car,292.54,351.7,81.63,44.53
000000322864.jpg,car,1.29,354.33,22.7,56.75
000000322864.jpg,car,12.54,351.71,60.54,47.63
000000322864.jpg,person,286.64,337.95,15.08,27.6
000000322864.jpg,car,315.26,313.36,111.74,126.89
000000153299.jpg,giraffe,57.47,208.93,214.54,280.38
000000153299.jpg,giraffe,30.34,32.58,370.78,447.2
000000308394.jpg,person,75.36,164.97,146.85,256.03
000000308394.jpg,umbrella,88.89,235.83,68.54,192.17
000000308394.jpg,bench,183.7,258.72,321.24,162.55
000000308394.jpg,handbag,122.76,307.55,70.97,45.49
000000456496.jpg,bird,403.82,332.04,34.73,66.56
000000456496.jpg,bird,128.68,289.09,52.21,54.95
000000456496.jpg,bird,17.84,291.74,76.01,45.99
000000456496.jpg,person,149.34,67.81,141.68,238.37
000000456496.jpg,handbag,266.58,179.14,38.38,52.66
000000041888.jpg,bird,195.96,206.85,132.62,99.95
000000041888.jpg,bird,290.93,238.92,97.99,108.74
000000041888.jpg,bird,373.68,252.9,161.03,117.68
000000184321.jpg,train,162.47,173.36,105.4,113.74
000000565778.jpg,train,159.1,132.13,345.17,215.74
000000565778.jpg,person,422.46,191.41,16.18,77.81
000000565778.jpg,person,405.77,188.34,21.03,82.19
000000565778.jpg,person,395.74,228.37,10.1,27.97
000000565778.jpg,traffic light,183.69,324.95,11.12,10.19
000000565778.jpg,traffic light,183.94,305.38,9.58,18.22
000000565778.jpg,person,265.16,232.53,6.74,15.67
000000297343.jpg,stop sign,59.27,154.72,189.88,191.88
000000336587.jpg,stop sign,247.66,0.53,94.92,96.0
000000336587.jpg,truck,605.96,286.22,33.82,58.29
000000122745.jpg,stop sign,216.24,110.29,140.77,142.23
000000219578.jpg,dog,29.11,115.68,439.03,247.43
000000219578.jpg,cat,420.56,148.16,217.18,128.84
000000219578.jpg,couch,0.0,140.34,238.35,282.52
000000219578.jpg,couch,8.64,28.79,631.36,258.12
000000555705.jpg,cat,320.74,20.5,319.26,289.62
000000555705.jpg,cat,0.0,51.88,331.74,253.21
000000443303.jpg,cat,192.74,98.39,307.26,218.55
000000443303.jpg,suitcase,0.0,68.26,500.0,306.74
000000443303.jpg,book,369.73,0.54,91.3,32.29
000000500663.jpg,cow,288.39,353.81,38.18,24.0
000000500663.jpg,cow,397.93,340.94,19.33,11.23
000000500663.jpg,cow,442.07,323.73,9.05,6.15
000000418281.jpg,cow,105.84,250.01,177.29,134.78
000000418281.jpg,cow,325.46,309.99,69.77,42.87
000000025560.jpg,tv,155.86,1.13,399.81,260.89
000000025560.jpg,cat,133.45,185.1,376.55,159.31
000000025560.jpg,person,189.84,29.12,162.88,195.24
000000025560.jpg,cup,0.46,423.5,78.27,56.5
000000403817.jpg,cat,57.51,47.58,274.56,323.98
000000403817.jpg,laptop,330.24,127.11,169.76,243.24
000000403817.jpg,tv,343.83,127.3,156.17,220.13
000000085329.jpg,person,252.82,36.41,345.85,374.16
000000085329.jpg,tie,360.38,280.14,86.55,128.46
000000329323.jpg,person,41.91,272.44,180.11,231.88
000000329323.jpg,person,95.81,44.3,154.78,235.57
000000329323.jpg,person,48.6,47.64,48.02,288.71
000000329323.jpg,person,346.81,85.0,78.19,205.87
000000329323.jpg,person,300.85,37.43,56.49,113.91
000000329323.jpg,person,240.45,54.94,89.66,90.92
000000329323.jpg,person,1.44,129.73,108.11,510.27
000000329323.jpg,person,71.89,11.7,90.49,251.93
000000329323.jpg,person,121.49,441.66,274.01,197.28
000000329323.jpg,person,10.05,43.51,65.39,201.97
000000329323.jpg,person,400.7,79.86,24.3,69.73
000000329323.jpg,person,225.8,96.34,84.4,145.45
000000329323.jpg,person,281.78,140.62,82.8,127.77
000000329323.jpg,person,0,18,424,341
000000239274.jpg,boat,69.03,184.09,336.54,332.22
000000239274.jpg,person,267.83,383.8,15.05,31.81
000000239274.jpg,person,280.42,383.58,18.86,45.43
000000239274.jpg,person,316.26,388.06,22.22,39.04
000000239274.jpg,person,324.12,366.68,10.63,26.43
000000239274.jpg,person,524.64,460.32,21.69,32.09
000000239274.jpg,person,558.84,441.33,21.53,43.87
000000239274.jpg,person,295.56,363.7,12.79,37.3
000000239274.jpg,person,342.94,363.15,13.6,34.61
000000239274.jpg,person,335.52,359.7,12.34,28.01
000000239274.jpg,person,353.84,390.06,17.91,22.76
000000239274.jpg,person,300.5,349.87,10.42,33.32
000000239274.jpg,person,127.91,284.89,4.7,8.04
000000239274.jpg,person,557.03,431.49,12.43,35.18
000000286994.jpg,elephant,329.78,312.75,110.28,72.17
000000286994.jpg,elephant,297.46,232.78,33.04,21.1
000000286994.jpg,elephant,488.59,224.05,48.33,23.54
000000286994.jpg,elephant,114.78,218.42,52.11,31.93
000000286994.jpg,elephant,251.81,241.68,20.21,12.44
000000286994.jpg,elephant,271.26,240.04,24.07,13.36
000000286994.jpg,elephant,363.2,240.13,25.18,10.43
000000286994.jpg,elephant,51.55,224.59,35.41,16.79
000000286994.jpg,elephant,0.0,217.09,26.22,20.47
000000511321.jpg,boat,48.18,405.68,237.57,149.04
000000511321.jpg,boat,26.3,310.94,197.83,48.39
000000511321.jpg,boat,210.1,288.91,105.96,18.88
000000511321.jpg,boat,284.73,278.29,15.31,4.57
000000314294.jpg,elephant,294.47,84.94,190.92,160.99
000000314294.jpg,elephant,387.85,3.42,28.03,37.25
000000233771.jpg,bus,1.07,323.82,62.21,121.17
000000233771.jpg,person,462.06,407.7,107.63,193.72
000000233771.jpg,person,542.2,359.55,74.32,149.41
000000233771.jpg,person,381.29,446.65,109.64,193.35
000000233771.jpg,person,229.85,440.54,156.5,199.46
000000233771.jpg,person,85.91,378.94,188.99,261.06
000000233771.jpg,bus,52.82,321.59,452.01,133.24
000000233771.jpg,umbrella,173.02,356.43,312.29,102.12
000000233771.jpg,clock,526.99,101.95,13.03,29.76
000000233771.jpg,handbag,469.88,463.69,76.82,171.76
000000233771.jpg,person,532.64,391.78,24.25,34.06
000000233771.jpg,umbrella,335.33,396.18,180.07,68.97
000000233771.jpg,handbag,307.87,537.63,84.11,99.86
000000233771.jpg,person,349.66,489.22,45.65,45.98
000000233771.jpg,person,540.58,407.53,97.55,232.47
000000233771.jpg,person,250.18,443.81,36.38,75.99
000000233771.jpg,person,484.05,393.67,31.08,75.9
000000475779.jpg,elephant,0.0,119.07,466.87,360.93
000000301867.jpg,umbrella,208.79,40.47,238.92,133.45
000000301867.jpg,handbag,429.3,182.11,106.79,143.46
000000301867.jpg,handbag,119.39,174.01,72.27,160.72
000000301867.jpg,person,255.92,102.21,133.27,377.79
000000301867.jpg,person,146.51,108.86,159.73,371.14
000000301867.jpg,person,351.63,116.51,137.64,363.49
000000301867.jpg,handbag,242.45,348.7,29.57,68.87
000000312421.jpg,dining table,525.46,294.38,114.54,94.44
000000312421.jpg,dining table,134.63,377.6,505.37,44.21
000000312421.jpg,motorcycle,25.64,110.63,101.29,203.84
000000312421.jpg,person,495.7,120.88,91.32,140.57
000000312421.jpg,person,432.0,143.1,48.0,109.0
000000312421.jpg,person,38.42,111.31,31.7,93.13
000000312421.jpg,person,185.81,106.13,64.08,48.35
000000312421.jpg,umbrella,56.49,1.53,427.0,153.19
000000312421.jpg,suitcase,125.7,137.22,312.81,276.35
000000312421.jpg,person,0.0,240.41,164.46,186.59
000000312421.jpg,person,589.28,136.88,50.72,123.09
000000312421.jpg,umbrella,529.48,0.0,110.52,139.0
000000185250.jpg,dog,167.33,387.02,108.94,180.96
000000185250.jpg,person,114.71,195.48,103.26,291.41
000000185250.jpg,frisbee,125.21,60.8,40.87,42.16
000000185250.jpg,person,0.0,354.24,10.87,69.46
000000185250.jpg,frisbee,122.26,364.9,10.2,36.02
000000356427.jpg,person,161.44,66.01,133.73,356.31
000000356427.jpg,backpack,419.25,268.81,101.93,53.43
000000356427.jpg,backpack,371.31,290.22,99.6,48.34
000000356427.jpg,handbag,358.62,372.26,53.6,54.74
000000356427.jpg,handbag,408.79,347.63,70.17,70.75
000000356427.jpg,backpack,278.98,332.67,84.35,93.22
000000356427.jpg,backpack,300.94,317.29,87.35,61.17
000000356427.jpg,suitcase,389.58,315.59,55.84,34.0
000000572517.jpg,bird,154.14,191.34,436.04,210.38
000000572517.jpg,bear,145.78,72.25,193.42,173.42
000000270244.jpg,zebra,103.04,145.39,254.55,192.39
000000516316.jpg,zebra,429.56,271.07,108.23,70.28
000000516316.jpg,zebra,108.23,272.81,132.66,81.64
000000516316.jpg,bird,432.13,150.05,2.29,4.96
000000516316.jpg,bird,334.77,147.56,1.99,1.99
000000516316.jpg,bird,367.84,146.9,2.33,5.3
000000516316.jpg,bird,325.01,139.36,4.96,5.43
000000516316.jpg,bird,268.97,149.46,4.83,3.91
000000516316.jpg,bird,258.56,144.95,5.4,1.95
000000516316.jpg,bird,416.19,146.4,5.44,4.49
000000516316.jpg,bird,142.75,153.04,2.31,1.83
000000516316.jpg,bird,136.76,144.13,2.55,2.37
000000125211.jpg,zebra,73.18,88.2,566.82,384.21
000000562121.jpg,zebra,363.15,200.64,119.17,193.87
000000562121.jpg,zebra,318.96,202.92,119.54,184.04
000000562121.jpg,zebra,142.32,226.56,15.92,22.6
000000360661.jpg,horse,75.98,186.3,281.31,168.97
000000360661.jpg,horse,372.68,204.45,248.05,151.01
000000360661.jpg,horse,0.0,204.32,80.97,122.74
000000360661.jpg,person,216.91,177.15,69.37,80.65
000000360661.jpg,person,493.35,180.25,66.06,87.18
000000360661.jpg,person,113.52,220.35,32.98,93.7
000000360661.jpg,person,0.0,183.53,22.31,47.34
000000016228.jpg,horse,340.13,152.9,197.86,199.75
000000016228.jpg,bench,527.12,233.07,96.66,59.2
000000016228.jpg,person,196.15,189.32,47.27,112.84
000000016228.jpg,person,314.31,178.53,36.72,54.9
000000016228.jpg,person,76.84,196.72,32.2,66.34
000000016228.jpg,person,117.42,195.69,12.8,59.31
000000016228.jpg,person,121.3,188.98,23.21,68.41
000000016228.jpg,person,38.26,200.9,15.32,61.79
000000016228.jpg,person,156.17,197.98,10.59,21.79
000000016228.jpg,umbrella,349.46,129.92,127.84,63.56
000000016228.jpg,umbrella,591.69,161.33,41.7,13.56
000000016228.jpg,tie,223.08,214.46,5.68,29.42
000000016228.jpg,person,66.67,205.61,13.91,54.8
000000016228.jpg,person,8.26,222.44,22.45,40.84
000000016228.jpg,person,264.48,195.67,18.61,23.79
000000016228.jpg,person,528.67,170.45,19.3,29.82
000000016228.jpg,person,85.02,202.72,20.54,54.46
000000016228.jpg,train,119.21,135.03,227.59,184.24
000000016228.jpg,umbrella,618.15,153.29,15.24,12.22
000000016228.jpg,person,6.51,194.68,12.24,58.92
000000016228.jpg,person,13,166,616,127
000000382088.jpg,horse,187.4,71.3,244.08,348.3
000000266409.jpg,person,326.83,151.08,125.13,300.95
000000266409.jpg,skis,372.79,440.44,54.21,39.56
000000430961.jpg,sports ball,114.19,67.02,11.76,13.0
000000430961.jpg,person,39.43,0.72,341.22,313.98
000000430961.jpg,baseball glove,284.35,89.91,37.44,44.93
000000430961.jpg,person,299.6,116.66,52.7,81.83
000000080671.jpg,skis,201.51,331.04,263.87,46.06
000000080671.jpg,person,219.71,117.18,202.51,252.19
000000577539.jpg,bowl,16.51,1.55,435.33,328.75
000000577539.jpg,person,442.59,2.7,57.41,101.09
000000577539.jpg,banana,249.85,181.31,78.94,45.12
000000577539.jpg,banana,167.28,157.33,80.43,60.42
000000577539.jpg,person,0.87,2.6,170.03,325.33
000000104612.jpg,broccoli,156.57,135.31,169.89,198.95
000000104612.jpg,broccoli,150.35,97.7,79.36,57.5
000000104612.jpg,broccoli,117.72,323.14,40.99,81.55
000000104612.jpg,broccoli,41.79,118.59,109.55,170.54
000000104612.jpg,broccoli,475.47,240.0,54.34,97.36
000000104612.jpg,broccoli,50.56,286.78,84.65,82.2
000000104612.jpg,broccoli,148.21,273.71,153.53,150.24
000000104612.jpg,broccoli,313.51,202.7,141.63,98.38
000000104612.jpg,broccoli,432.66,77.91,121.95,39.32
000000104612.jpg,broccoli,397.11,46.43,48.76,62.69
000000104612.jpg,broccoli,417.84,97.11,119.71,66.38
000000104612.jpg,broccoli,496.03,304.17,78.08,62.22
000000476258.jpg,person,256.82,37.01,257.64,269.31
000000476258.jpg,skateboard,270.16,250.29,236.65,97.18
000000448365.jpg,person,149.08,34.33,221.5,304.89
000000448365.jpg,skateboard,195.77,266.89,149.7,142.99
000000448365.jpg,bicycle,445.74,228.71,20.05,29.32
000000035197.jpg,person,27.33,0.0,232.98,425.71
000000035197.jpg,person,369.46,239.31,45.77,81.74
000000035197.jpg,skateboard,1.44,347.61,194.16,104.98
000000349860.jpg,car,350.12,349.22,36.23,29.2
000000349860.jpg,person,279.93,13.34,185.72,152.22
000000349860.jpg,bench,336.86,369.28,24.06,17.69
000000349860.jpg,skateboard,339.84,107.88,112.96,89.03
000000349860.jpg,person,46.91,341.76,17.23,36.37
